"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C100360WA",568.348717351568,-0.0318551405352363,0.0609863716851967,0.206706559326334,0.999708752221059
"CAALFM_C100370WA",26.3453402992117,-0.000501749849892421,0.0564049475618009,0.923846404222964,0.999708752221059
"CAALFM_C100380CA",1125.93735849013,-0.00196929572454153,0.0544014633603787,0.897713499277625,0.999708752221059
"CAALFM_C100390WA",965.606609336878,0.00606208536017416,0.0553317269426389,0.661701559699953,0.999708752221059
"CAALFM_C100400WA",4313.95720479716,-0.00303162118221692,0.0553191214632854,0.806926511377796,0.999708752221059
"CAALFM_C100410CA",2137.4335782271,0.00025978535677967,0.0532071022211678,0.989273240478228,0.999708752221059
"CAALFM_C100420WA",1812.62045519014,-0.000459128042749927,0.0562944723642033,0.938972101678792,0.999708752221059
"CAALFM_C100430WA",928.784687433239,-0.00205749946952073,0.0553881186701985,0.842606980396374,0.999708752221059
"CAALFM_C100440WA",4735.67861179851,0.0129935959381136,0.0552645006865366,0.597365832716507,0.999708752221059
"CAALFM_C100450CA",2285.96381995071,-0.00363616941611177,0.0560855659115545,0.685940612568736,0.999708752221059
"CAALFM_C100460WA",2809.4704725446,-0.00217186725515741,0.0562396002980276,0.76379906366633,0.999708752221059
"CAALFM_C100470CA",962.586605526571,0.00942988496436912,0.0543546787490735,0.587070014548263,0.999708752221059
"CAALFM_C100480CA",4385.98378769745,-0.00161275742662549,0.0563195017978414,0.799500964547205,0.999708752221059
"CAALFM_C100490CA",4844.75600577357,0.000409386415850516,0.0563536887544438,0.967807281141464,0.999708752221059
"CAALFM_C100500CA",5025.22264666047,-0.000441967177082302,0.0560796238104141,0.952193570677753,0.999708752221059
"CAALFM_C100510WA",1194.90491026333,-0.00285655330046843,0.0563489917100495,0.674861769075922,0.999708752221059
"CAALFM_C100520WA",808.216113094073,0.00171462197831943,0.0552555627668779,0.887458113771256,0.999708752221059
"CAALFM_C100530CA",935.782653275805,-0.00328019574781301,0.0553747729951918,0.78798284406978,0.999708752221059
"CAALFM_C100540CA",1336.80713195087,-0.000945260462681574,0.0561227422571037,0.900578664965581,0.999708752221059
"CAALFM_C100550WA",739.672282606754,0.00353127294261647,0.0564379076526599,0.596488639836244,0.999708752221059
"CAALFM_C100560WA",1078.15562677208,-0.000122097399486087,0.0564987528444484,0.971217942819077,0.999708752221059
"CAALFM_C100570CA",440.808955198735,0.00893639569916438,0.0563790554162613,0.437805667380841,0.999708752221059
"CAALFM_C100580WA",409.349358338205,0.000674597261634622,0.0563355238620048,0.916690550389933,0.999708752221059
"CAALFM_C100590WA",23623.1020706755,-0.000609193868265834,0.0565250719713285,0.870793341607005,0.999708752221059
"CAALFM_C100600WA",1235.81932394665,0.00657193233922137,0.0548286517241234,0.672675324334705,0.999708752221059
"CAALFM_C100610WA",3498.15303582359,0.00141608784678014,0.0559545511544171,0.859345463201861,0.999708752221059
"CAALFM_C100620WA",1200.00264335807,-0.00255527142066173,0.0540523917163407,0.87411631810955,0.999708752221059
"CAALFM_C100630WA",322.720568986342,0.00264278789919978,0.0565250402701415,0.609419816409557,0.999708752221059
"CAALFM_C100640CA",4792.24347288788,-0.000754586872143242,0.0565408405786687,0.836428726335623,0.999708752221059
"CAALFM_C100650CA",2082.3789706271,0.00436244973211819,0.0552918802063772,0.741274380885742,0.999708752221059
"CAALFM_C100660CA",1233.77607777728,0.00345387328636247,0.0553117994254136,0.781821309995914,0.999708752221059
"CAALFM_C100670CA",358.959149177748,0.00695304177690705,0.0565225037244758,0.4525421315128,0.999708752221059
"CAALFM_C100680WA",314.940161448452,0.000823714905179126,0.0540098672853468,0.961115151809031,0.999708752221059
"CAALFM_C100690WA",512.440703746806,0.00564004549651911,0.0564161994688398,0.511848854237027,0.999708752221059
"CAALFM_C100700WA",937.5340708333,-0.00153020124548071,0.0563822984728731,0.79459378755174,0.999708752221059
"CAALFM_C100710CA",9583.07391344745,-0.0059760056445005,0.0539035821770796,0.732830392804924,0.999708752221059
"CAALFM_C100720WA",4.41119356300452,-0.00317546874708033,0.0567013674128807,0.337670040574024,0.999708752221059
"CAALFM_C100730CA",2183.39639311372,0.00215397733721907,0.0538371142457647,0.899781578153007,0.999708752221059
"CAALFM_C100740CA",4511.41875129163,-0.00303215619859503,0.0563342558735796,0.665205951164764,0.999708752221059
"CAALFM_C100750CA",1192.86742927303,0.00341541891907321,0.0563100160871797,0.652416819209392,0.999708752221059
"CAALFM_C100760WA",932.037662626176,8.40788551145124e-05,0.0554183286031567,0.99638406830673,0.999708752221059
"CAALFM_C100770CA",298.039338721804,0.00265756647945833,0.0556477281196731,0.814800191677531,0.999708752221059
"CAALFM_C100780CA",109.519841686614,0.00276982385605321,0.0565391865583209,0.586627749971635,0.999708752221059
"CAALFM_C100790WA",120.356053566929,-0.00321883538972424,0.0558148677935607,0.753838185687661,0.999708752221059
"CAALFM_C100800CA",2166.87219045882,-0.000866497154790255,0.0564151587321721,0.869682043952535,0.999708752221059
"CAALFM_C100810WA",314.371556826911,-0.000540734147477966,0.0557478149854226,0.954684456191493,0.999708752221059
"CAALFM_C100820WA",173.536580101859,0.00108530804940805,0.0554910627848431,0.92504244572661,0.999708752221059
"CAALFM_C100830WA",355.45855192753,0.00126323190598405,0.056485544390377,0.794659995292752,0.999708752221059
"CAALFM_C100840CA",1662.29013637186,-0.00182996720089553,0.0547148278100636,0.89827699882307,0.999708752221059
"CAALFM_C100860WA",329.923995371788,-0.00339330264698177,0.0562798482006247,0.656501640009572,0.999708752221059
"CAALFM_C100870WA",2223.06653784926,0.00387888952786079,0.0563883996594127,0.596645190821976,0.999708752221059
"CAALFM_C100880WA",116.682602675864,0.00277900689427681,0.0564265436320517,0.655262567665371,0.999708752221059
"CAALFM_C100890WA",692.408834257872,0.002262420077319,0.0546708601559118,0.882263067789855,0.999708752221059
"CAALFM_C100900WA",1470.53820963455,-0.000260548942691033,0.056589114075147,0.920267627478245,0.999708752221059
"CAALFM_C100910WA",344.562402037475,-0.00303417359164216,0.0561469401867321,0.713542751690727,0.999708752221059
"CAALFM_C100920WA",833.142270557584,-0.000726171362633956,0.0537846840828004,0.959132777088733,0.999708752221059
"CAALFM_C100930CA",5534.58104254028,0.00646054804439769,0.0551804779147783,0.656712901264258,0.999708752221059
"CAALFM_C100940WA",866.58537405199,-0.00345654512415522,0.0561979122134203,0.672993679797295,0.999708752221059
"CAALFM_C100950CA",4763.85297678751,0.0111697458912864,0.0545928051077794,0.554543469887987,0.999708752221059
"CAALFM_C100960CA",1379.37414454536,0.0103931863338676,0.053560550868403,0.581245530728615,0.999708752221059
"CAALFM_C100970WA",148.651820424804,-0.00822145624546844,0.0557314343847448,0.54670218232763,0.999708752221059
"CAALFM_C100980WA",1159.26754398367,-0.00259229140801502,0.0564343845065071,0.659304640298248,0.999708752221059
"CAALFM_C100990CA",2908.96938757507,-0.000885101737559463,0.0565276432138302,0.820813756471194,0.999708752221059
"CAALFM_C101000CA",504.336497363163,-0.00362858511243472,0.0551809949257703,0.781361643880995,0.999708752221059
"CAALFM_C101010WA",2823.5198320946,-0.000917605283435334,0.0563640435454258,0.871475257007875,0.999708752221059
"CAALFM_C101030WA",4081.74999577116,-0.000407379950713794,0.0565721141107301,0.891676720561081,0.999708752221059
"CAALFM_C101040WA",783.29141578757,0.000250964776534892,0.0564483769255812,0.965022507475618,0.999708752221059
"CAALFM_C101050CA",2964.27720636096,0.0058915484217368,0.0528299880874699,0.7688324420519,0.999708752221059
"CAALFM_C101060WA",13937.3965503889,-0.0131767011563906,0.0554639085692891,0.479184502506231,0.999708752221059
"CAALFM_C101070CA",885.678222370033,0.0368339882923586,0.0660966222578426,0.135177613361552,0.999708752221059
"CAALFM_C101080WA",403.642411253973,-0.000541037379527202,0.0557113249179289,0.954002524129404,0.999708752221059
"CAALFM_C101090CA",965.911306736522,-0.00108921196887154,0.0562579705861779,0.868343391544632,0.999708752221059
"CAALFM_C101100WA",1158.63065950121,0.0038515988595272,0.0560192987366232,0.689971509902419,0.999708752221059
"CAALFM_C101110CA",3110.55274102276,-0.000777075570663986,0.0565485538699116,0.828034306859203,0.999708752221059
"CAALFM_C101130WA",908.794154261173,0.0104595471923826,0.0558025628458469,0.488142662612161,0.999708752221059
"CAALFM_C101140CA",1793.24461137021,0.00156064470041089,0.0565251557458733,0.732547948361727,0.999708752221059
"CAALFM_C101150CA",1325.46623164568,-0.000735548873651762,0.0565111802908235,0.856457867035473,0.999708752221059
"CAALFM_C101160CA",992.078229787,-0.000689330013023399,0.0565290775925432,0.857008618952295,0.999708752221059
"CAALFM_C101170CA",982.03883971702,-0.00164182462716558,0.0563900110124341,0.776328740034548,0.999708752221059
"CAALFM_C101180CA",57.4307830838091,-0.000942231151920142,0.0564283148621972,0.85567322842436,0.999708752221059
"CAALFM_C101190CA",1048.792509454,0.000566639421459289,0.0553783514883234,0.963771456405833,0.999708752221059
"CAALFM_C101200WA",671.350024300583,0.0124559248335782,0.055961288526565,0.445952927086464,0.999708752221059
"CAALFM_C101210WA",1071.71281375727,0.00530624377866626,0.0555471051916777,0.673513771715566,0.999708752221059
"CAALFM_C101220CA",46.1881171950477,0.00242203690422306,0.0566659906944143,0.421884201996246,0.999708752221059
"CAALFM_C101240WA",497.98242021409,0.000345628313847926,0.0559388445539326,0.971756497438186,0.999708752221059
"CAALFM_C101250WA",3311.91739247659,0.00176404492180563,0.0558729727167253,0.856519191704025,0.999708752221059
"CAALFM_C101260CA",166.241002465878,0.00409103333087981,0.0558301743882028,0.70283735791238,0.999708752221059
"CAALFM_C101270WA",716.139527628113,0.00329190173316851,0.0559226530979351,0.770229771131568,0.999708752221059
"CAALFM_C101280CA",134.590520435642,-0.00722068700086629,0.0557729767088253,0.57203908172353,0.999708752221059
"CAALFM_C101290CA",385.525596985976,0.00197960402298139,0.0563130309619453,0.771387749623708,0.999708752221059
"CAALFM_C101300WA",3160.90591560618,0.00144939410184924,0.0558420508493709,0.885085955596384,0.999708752221059
"CAALFM_C101320WA",4746.19945238578,-0.00259120026749607,0.055407602384934,0.826474498565228,0.999708752221059
"CAALFM_C101330CA",2293.88372696787,-0.00937452838846756,0.0565525844581348,0.414594435169406,0.999708752221059
"CAALFM_C101340CA",285.815533625544,0.000887944578678189,0.0563792929322993,0.877556313838948,0.999708752221059
"CAALFM_C101350CA",31720.5615066547,-0.000956060672116481,0.0564850508551005,0.828835266180611,0.999708752221059
"CAALFM_C101360CA",2963.37340004837,0.00218577713828043,0.0565458230868692,0.636711997011085,0.999708752221059
"CAALFM_C101370CA",28694.3624982096,0.00139154104709436,0.0564649356420957,0.588614090513764,0.999708752221059
"CAALFM_C101380CA",1222.67364086831,-0.000406008865727681,0.0565953590871128,0.872984665546052,0.999708752221059
"CAALFM_C101390CA",1003.04819226921,0.00453290030525119,0.0551120358086267,0.747960418096043,0.999708752221059
"CAALFM_C101400CA",1411.94510989786,0.00313090656165483,0.0556323857491246,0.782779540743942,0.999708752221059
"CAALFM_C101420CA",1088.81657230259,-0.000190401345275699,0.0543022902479817,0.979034084753707,0.999708752221059
"CAALFM_C101440CA",54.0526734606725,-0.00342834067015405,0.0566731614540821,0.400997647834939,0.999708752221059
"CAALFM_C101450WA",2727.43996688983,-0.00149606336111451,0.0562147479515897,0.818592028071873,0.999708752221059
"CAALFM_C101460WA",1032.16664851242,0.0137829918895383,0.0559180572162109,0.43115131374954,0.999708752221059
"CAALFM_C101470WA",3011.70384870222,-0.00115133112208591,0.0560862069476226,0.8887529361059,0.999708752221059
"CAALFM_C101480CA",67167.5138817758,-0.00588664947470649,0.0569509021916835,0.791667583019106,0.999708752221059
"CAALFM_C101490WA",7202.14884646439,0.00272621695024888,0.0563481679249748,0.693065722509354,0.999708752221059
"CAALFM_C101510WA",40.3810529878777,0.000578997805666888,0.0565041693386067,0.89674854790423,0.999708752221059
"CAALFM_C101520CA",5658.01704801676,0.0117280865346641,0.0550026766720988,0.514216398759563,0.999708752221059
"CAALFM_C101530CA",8434.79979128767,-0.00054317267939534,0.0564991588725537,0.893319291831836,0.999708752221059
"CAALFM_C101540WA",1138.84096578217,0.00483447730796194,0.0563346803292818,0.566320243611947,0.999708752221059
"CAALFM_C101550WA",1056.17521027971,0.00688150212890046,0.0549552368061697,0.645849658497157,0.999708752221059
"CAALFM_C101560WA",2218.24467386613,0.00491173092398282,0.0551388391259968,0.717943156392088,0.999708752221059
"CAALFM_C101570CA",1783.87042027386,-0.00191757594044839,0.0561512188334734,0.80397626543931,0.999708752221059
"CAALFM_C101580WA",1862.69169386754,-0.00113756092891654,0.0564507699498918,0.817682714240838,0.999708752221059
"CAALFM_C101590CA",7032.52909870975,0.000357779715759816,0.0538572217753959,0.979830087900679,0.999708752221059
"CAALFM_C101600WA",2389.27699933202,-0.000897646215264201,0.0565088180859479,0.829363706177884,0.999708752221059
"CAALFM_C101610CA",147.105316339798,0.00303323870729097,0.0565721217388531,0.541060642717017,0.999708752221059
"CAALFM_C101620CA",366.998024601482,-0.00215177673047924,0.0560205873419206,0.824512771472427,0.999708752221059
"CAALFM_C101630WA",1069.28528508573,-0.0109587199666657,0.0562675280023613,0.435107854431382,0.999708752221059
"CAALFM_C101640WA",4730.54075043061,-0.00103699501074292,0.0564954776366477,0.812965859653382,0.999708752221059
"CAALFM_C101650WA",1748.44381739683,0.00131014684222606,0.0564753572492457,0.795159458016888,0.999708752221059
"CAALFM_C101670CA",663.002602346053,0.0166910761004198,0.0564719319768782,0.377752580097238,0.999708752221059
"CAALFM_C101680CA",1078.05598550544,-0.000178594021133378,0.0564860252711993,0.962163446887507,0.999708752221059
"CAALFM_C101690CA",24174.4066119317,-0.00317883933470319,0.0549458398050184,0.76492766524498,0.999708752221059
"CAALFM_C101700WA",1934.5391475822,0.00360603724690301,0.0558136336340434,0.726626190886579,0.999708752221059
"CAALFM_C101710WA",547.396602660991,0.00524975942709631,0.0553199092535509,0.695573856461461,0.999708752221059
"CAALFM_C101720CA",1342.30025555448,-0.00362693356410752,0.0564356331421877,0.585581819396676,0.999708752221059
"CAALFM_C101740WA",44.7280982560204,0.00561637113723594,0.0563979801709008,0.517333436560438,0.999708752221059
"CAALFM_C101750WA",403.524161958228,0.00393406085680717,0.0558579110683741,0.713772478937457,0.999708752221059
"CAALFM_C101760WA",593.620915862336,0.00125655727334087,0.0562031053767764,0.867023718910286,0.999708752221059
"CAALFM_C101770WA",343.260721867946,-0.000961837459492064,0.0544201255530142,0.949885573220828,0.999708752221059
"CAALFM_C101780CA",598.625315600316,0.00686826182812976,0.0556780713024949,0.596168957112603,0.999708752221059
"CAALFM_C101790WA",1780.50557860638,-0.00365817643605733,0.0536910980822232,0.834056678942689,0.999708752221059
"CAALFM_C101800WA",752.702635964446,-0.00388111546939953,0.0545543533695355,0.799448681678932,0.999708752221059
"CAALFM_C101810CA",1806.02548056923,0.00185465360656147,0.0565855728565601,0.629802832480223,0.999708752221059
"CAALFM_C101820CA",604.003690942026,0.00691094167406263,0.053904514627611,0.709447786101348,0.999708752221059
"CAALFM_C101830CA",1515.25025560645,0.002249850546955,0.0563824270444958,0.723113767881419,0.999708752221059
"CAALFM_C101840CA",638.072509305812,-1.59744122852355e-05,0.0564232163765981,0.992901076188485,0.999708752221059
"CAALFM_C101850CA",691.828066168166,-0.00474645518719868,0.0554628973682368,0.700884285760188,0.999708752221059
"CAALFM_C101860WA",2727.06036972923,-0.000814082374901025,0.0562811460580073,0.897443922085934,0.999708752221059
"CAALFM_C101870CA",8169.16359601994,-0.000828288209759973,0.0562603101605443,0.897767935667498,0.999708752221059
"CAALFM_C101880CA",307.74309757067,0.000986816212112059,0.0557221898268917,0.925531599181046,0.999708752221059
"CAALFM_C101890CA",1432.15753374229,0.00450983471334313,0.0565369824083736,0.500840329855968,0.999708752221059
"CAALFM_C101900CA",654.428208126365,0.0129101993682675,0.0562172161700769,0.421236827952089,0.999708752221059
"CAALFM_C101910WA",2490.215180246,-8.40405566291929e-05,0.0564941510633126,0.976400902536658,0.999708752221059
"CAALFM_C101920WA",791.355125407343,-0.000885704561571392,0.0560769011701595,0.903265420708884,0.999708752221059
"CAALFM_C101940CA",732.17499647289,-0.00352437916997961,0.0562435726498386,0.65791294049276,0.999708752221059
"CAALFM_C101950CA",801.901010419283,-0.00118129791581458,0.053695375070106,0.942017524670638,0.999708752221059
"CAALFM_C101970WA",1.69000121807329,-0.000285239638937389,0.056649449941124,0.836755152707604,0.999708752221059
"CAALFM_C101980WA",207.081424421677,0.0155847420519153,0.0566704979382141,0.365180193435005,0.999708752221059
"CAALFM_C101990WA",6.05318018615283,-0.00673339970081517,0.0570703629336823,0.149575957774657,0.999708752221059
"CAALFM_C102000WA",1557.64896910606,0.00202991549974606,0.0560980239299175,0.810033409527544,0.999708752221059
"CAALFM_C102010CA",325.267822604866,0.0026742107287091,0.0549308937624792,0.847635782578285,0.999708752221059
"CAALFM_C102020WA",154.43096547731,0.0118547204162345,0.0571822194735629,0.316390022109884,0.999708752221059
"CAALFM_C102030CA",332.361033248974,0.00839751720920733,0.0559904669237129,0.518304085209101,0.999708752221059
"CAALFM_C102040CA",911.691820804988,0.000770786631634416,0.0561671365945896,0.918516349170574,0.999708752221059
"CAALFM_C102050CA",1866.0743141377,0.00454591344746784,0.0564782482951197,0.527651958472895,0.999708752221059
"CAALFM_C102060WA",1203.11652881811,0.00067686346885601,0.0564189798021697,0.904053730312952,0.999708752221059
"CAALFM_C102070WA",20.0201510540313,0.00590191991092711,0.056679137297024,0.403000569502392,0.999708752221059
"CAALFM_C102080WA",515.603978439051,-0.000912786118040028,0.0564502450273047,0.851416014091566,0.999708752221059
"CAALFM_C102090CA",264.86322000713,-0.000882067295391982,0.0562579777009729,0.893825132199078,0.999708752221059
"CAALFM_C102100WA",314.435944896397,0.000120677816702275,0.0561445815863147,0.990249318812378,0.999708752221059
"CAALFM_C102110CA",601.189136875657,0.00513738231180634,0.0568443446484844,0.248463735169629,0.999708752221059
"CAALFM_C102130CA",518.801697548154,0.00604918324459171,0.0563941793885372,0.507272984061613,0.999708752221059
"CAALFM_C102150WA",180.94284486817,0.00331467885680333,0.056656520324514,0.432679516066618,0.999708752221059
"CAALFM_C102160WA",178.770979518583,0.00221373284421935,0.0552069451164112,0.863089449987286,0.999708752221059
"CAALFM_C102170CA",80.7803201578475,-0.000858971352608974,0.056214581604064,0.902344964464235,0.999708752221059
"CAALFM_C102180WA",793.183362107256,0.00414259952042596,0.0557705144351365,0.707788127699859,0.999708752221059
"CAALFM_C102190WA",548.35640572339,-2.7311945837677e-05,0.0565784523827035,0.985178410403592,0.999708752221059
"CAALFM_C102200CA",126.461823072008,-0.00104151034544592,0.0558898418515249,0.908877675047956,0.999708752221059
"CAALFM_C102210WA",853.194398336414,0.00341766373208454,0.0564470553736759,0.599458378853358,0.999708752221059
"CAALFM_C102220CA",458.348913595926,0.00390289770389322,0.0563513703326525,0.607766301464206,0.999708752221059
"CAALFM_C102230WA",2183.87378584879,0.00614361620794465,0.0548830605943017,0.67733857433049,0.999708752221059
"CAALFM_C102240WA",3413.05543925499,0.00125837197200178,0.0558538524152213,0.898264695867825,0.999708752221059
"CAALFM_C102250WA",1546.37426581834,-0.0270961177461583,0.0644411912408977,0.0374938113566804,0.999708752221059
"CAALFM_C102260CA",1888.28135657141,-0.00955878342787731,0.05412237102061,0.609938163915984,0.999708752221059
"CAALFM_C102270CA",476.115285732773,-0.00369394752387094,0.0567600633658838,0.243415614007522,0.999708752221059
"CAALFM_C102280CA",458.629325154409,0.00604843271208207,0.0536834940362547,0.766510835368846,0.999708752221059
"CAALFM_C102290CA",874.739338980006,-0.00235885166882555,0.0562749299242313,0.738942107550945,0.999708752221059
"CAALFM_C102300WA",269.647121010002,-0.00594584570896968,0.0561153791033289,0.570946726468362,0.999708752221059
"CAALFM_C102310CA",283.815381546999,-0.00669139579621721,0.0561312140612017,0.53599489481008,0.999708752221059
"CAALFM_C102320CA",1442.17295164627,0.00753963545952428,0.055490342057509,0.591510255136964,0.999708752221059
"CAALFM_C102330CA",19715.3377033408,-0.00197043345028002,0.0564884204636404,0.690420078175274,0.999708752221059
"CAALFM_C102340CA",46.5806565130935,-0.0064144824743744,0.056823009852959,0.32603432323075,0.999708752221059
"CAALFM_C102350WA",855.912313982898,-0.000461291929737331,0.056297398314933,0.938736756423836,0.999708752221059
"CAALFM_C102360CA",51.274462176211,0.00152723121733139,0.0561098543676032,0.851143107202612,0.999708752221059
"CAALFM_C102370CA",1401.1650632541,0.00218714691935351,0.0562913516349025,0.759890412243323,0.999708752221059
"CAALFM_C102380CA",139.63728924262,-0.00600830363454415,0.055820289775036,0.605877351500814,0.999708752221059
"CAALFM_C102390WA",551.475808292576,-0.00210571902557901,0.0552881105864685,0.86373904166993,0.999708752221059
"CAALFM_C102400CA",793.691586033886,-0.00269724126108045,0.056312996771329,0.694468650889284,0.999708752221059
"CAALFM_C102410CA",902.408307074765,-0.0167911854292929,0.0573012415097149,0.323402269890784,0.999708752221059
"CAALFM_C102420CA",9537.89865612296,0.00471614445695145,0.0554286840680826,0.712561056952358,0.999708752221059
"CAALFM_C102430CA",4565.78125783437,-0.00161636370053486,0.056345576558034,0.792312200416841,0.999708752221059
"CAALFM_C102440CA",442.425478731736,-0.00772858349898902,0.0563930579625742,0.465427213240712,0.999708752221059
"CAALFM_C102450CA",1041.8384316209,-0.000321549601660533,0.0565742290271919,0.911964747860035,0.999708752221059
"CAALFM_C102460WA",72214.4509013599,-0.00144932488742984,0.056420596785312,0.785672962153029,0.999708752221059
"CAALFM_C102470WA",240.619384590988,-0.00210428663584181,0.0554321623384977,0.856555879711355,0.999708752221059
"CAALFM_C102480WA",5398.55145173504,-0.010227756216398,0.0569168254194114,0.408605180644114,0.999708752221059
"CAALFM_C102490CA",655.704921155384,-0.00117105179877732,0.0564523077849004,0.813625697943897,0.999708752221059
"CAALFM_C102500WA",252.406123845741,-0.00591660230632951,0.0562345600693617,0.544163698543822,0.999708752221059
"CAALFM_C102510WA",414.694743261632,-0.00617642870484986,0.0552918828498382,0.655789920839766,0.999708752221059
"CAALFM_C102520WA",3.71743369360036,0.00119827672558779,0.0565695092506839,0.739999671138593,0.999708752221059
"CAALFM_C102530CA",2159.11214588516,-0.00128562587498642,0.056389620156815,0.819860458390244,0.999708752221059
